#CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
ATTACKUSREBEL_5;*;x;x;x;x;x;x
ECONOMICREFORM_BAD_3;$CATEGORY$;x;x;x;x;x;x
CRISIS_OFFER_WE_ACCEPT_5;*;x;x;x;x;x;x
MILITARYREFORM_BAD_5;*;x;x;x;x;x;x
CB_TOWARDS_US_DETECTED_HEADER;$MONARCHTITLE$;x;x;x;x;x;x
CB_JUSTIFY_NO_LONGER_VALID_5;$TARGET$;x;x;x;x;x;x
WORLD_WARS_ENABLED_DESC;World wars are enabled;x;x;x;x;x;x
CRISIS_NO_SIDE_PICKED_HEADER;*;x;x;x;x;x;x
TICKING_WARSCORE_DESC_SCORE_MAX_SHORT;$VAL$ (Max).;x;x;x;x;x;x
WAR_GAIN_GW_STATUS_BTN1;OK;x;x;x;x;x;x
CRISIS_OFFER_OTHER_DECLINE_1;$MONARCHTITLE$;x;x;x;x;x;x
GW_DISCOVERED_6;*;x;x;x;x;x;x
OUR_CB_DETECTED_BTN1;OK;x;x;x;x;x;x
CRISIS_OFFER_WE_DECLINE_1;$MONARCHTITLE$;x;x;x;x;x;x
MILITARYREFORM_BTN1;OK;x;x;x;x;x;x
MILITARYREFORM_BTN2;OK;x;x;x;x;x;x
CRISIS_OFFER_THEY_ACCEPT_4;*;x;x;x;x;x;x
CRISIS_NO_SIDE_PICKED_5;*;x;x;x;x;x;x
MILITARYREFORM_BAD_BTN2;OK;x;x;x;x;x;x
BACK_CRISIS_WE_DECLINE_5;*;x;x;x;x;x;x
ATTACKTHEMREBEL_6;*;x;x;x;x;x;x
BACK_CRISIS_WE_DECLINE_3;*;x;x;x;x;x;x
CRISIS_BECAME_WAR_5;*;x;x;x;x;x;x
SIEGEUSREBEL_5;$ATTACKER$;x;x;x;x;x;x
CRISIS_BECAME_WAR_4;*;x;x;x;x;x;x
GW_DISCOVERED_BTN1;OK;x;x;x;x;x;x
BACK_CRISIS_OTHER_ACCEPT_1;$MONARCHTITLE$;x;x;x;x;x;x
BACK_CRISIS_THEY_ACCEPT_5;*;x;x;x;x;x;x
CRISIS_BACK_DOWN_OTHER_ACCEPT_HEADER;$MESSENGER$;x;x;x;x;x;x
CRISIS_BACK_DOWN_THEY_DECLINE_HEADER;$MESSENGER$;x;x;x;x;x;x
CRISIS_BACK_DOWN_THEY_DECLINE_6;*;x;x;x;x;x;x
CRISIS_OFFER_THEY_ACCEPT_6;*;x;x;x;x;x;x
CRISIS_BACK_DOWN_WE_ACCEPT_HEADER;$MESSENGER$;x;x;x;x;x;x
dino_fake_1880_title_14;Amphicoelias fragillimus;x;x;x;x;x;x
CRISIS_OFFER_THEY_DECLINE_6;*;x;x;x;x;x;x
WORLD_WARS_ENABLE_DESC;Great wars can now become World wars;x;x;x;x;x;x
CRISIS_BACK_DOWN_OTHER_DECLINE_5;*;x;x;x;x;x;x
EVTOPTA19356;Gentlemen, all I ask for is war, a war so grand as to make Hell itself tremble;x;x;x;x;x;x
INVESTED_IN_US_2;$INVESTED_IN_US_MESSAGE$;x;x;x;x;x;x
BACK_CRISIS_THEY_ACCEPT_3;*;x;x;x;x;x;x
MOVEMENT_RADICALISM_CULTURE;$CULTURE$: $VAL$;x;x;x;x;x;x
ATTACKUSREBEL_BTN1;OK;x;x;x;x;x;x
CRISIS_BACK_DOWN_WE_ACCEPT_1;$ACTOR$;x;x;x;x;x;x
SIEGEUSREBEL_3;$PROV$ ;x;x;x;x;x;x
CRISIS_BECAME_WAR_6;*;x;x;x;x;x;x
SIEGEUSREBEL_BTN2;OK;x;x;x;x;x;x
