# Interface strings;x;X;X;X;X;X
RECRUITED_PERCENTAGE_MORE_THAN;Нами было мобилизовано более §Y$VAL$§W% потенциальных новобранцев.\n;X;X;X;X;X;X
SEPARATISM_TECH;Сепаратизм;X;X;X;X;X;X
INC_RES_TECH;Очки исследования;X;X;X;X;X;X
KOMMIE_END;че последнюю строчку не читает ебать ;X;X;X;X;X;X  
TOTAL_POPS_NOT_TR;Меньше чем §Y$VAL$§W населения в $WHERE$.\n;X;X;X;X;X;X
TOTAL_POPS_TR;По крайней мере §Y$VAL$§W населения в $WHERE$.\n;X;X;X;X;X;X
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;Больше очков на §Yобразование§W чем на управление.\n;X;X;X;X;X;X
IS_CRIME_HIGHER_THAN_EDU_TR;Больше очков на §Yуправление§W чем на образование.\n;X;X;X;X;X;X
ANY_AT_WAR_STARTS;Эта страна воюет с;X;X;X;X;X;X
REBEL_POWER_LESS_THAN;Угроза восстания меньше, чем §Y$VAL$§W процентов.;X;X;X;X;X;X
REBEL_POWER_MORE_THAN;Угроза восстания больше, чем §Y$VAL$§W процентов.;X;X;X;X;X;X
POP_TYPE_PERC_NOT;$NAME$ меньше, чем §Y$VAL$%§W.\n;X;X;X;X;X;X
POP_TYPE_PERC;$NAME$ больше, чем §Y$VAL$%§W.\n;X;X;X;X;X;X
MAJORITY_IS;Большинство населения;X;X;X;X;X;X
MAJORITY_IS_NOT;Большинство населения не;X;X;X;X;X;X
ANY_CORE_LIMITED;Для любого ядра это есть\n;X;X;X;X;X;X
ANY_CORE_NORMAL;Все основные области будут get\n;X;X;X;X;X;X
POLITICS_NOT_BEFORE;Мы не можем сменить правящую партию снова перед §Y$DATE$ §W.;X;X;X;X;X;X
POLITICS_NOT_ACCEPTED;Наша форма правления не дозволяет §Y$WHICH$ §W партии.;X;X;X;X;X;X
RELEASE_PRESTIGE;Престиж: ;X;X;X;X;X;X
RELEASE_INFAMY;Бесчестье: ;X;X;X;X;X;X
SOMEONE_HAS_ADDED_STATUS_QUO;Мы не можем добавить военную цель, если кто-то добавил военную цель §YStatus Quo§W;X;X;X;X;X;X
NO_INTERVENTION_NOT_ENOUGH_OPINION;Чтобы вмешаться, у страны, предназначенной военной целью, должен быть, по крайней мере, §Y$REQLEVEL$ §W мнение нас;X;X;X;X;X;X
OL_SIEGES;Оккупация;X;X;X;X;X;X
IS_NOT_BIG_PROD_TRIG;Мелкий производитель §Y$VAL$§W.\n;X;X;X;X;X;X
IS_BIG_PROD_TRIG;Крупный производитель §Y$VAL$§W.\n;X;X;X;X;X;X
HAVE_LOWER_RANK_THAN;Ранг державы меньше ;X;X;X;X;X;X
HAVE_HIGHER_RANK_THAN;Ранг державы больше или равен ;X;X;X;X;X;X
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO;Мы должны провести переговоры с державой §YWar leader§W, т.к. мы являемся объектом военных претензий и нашим лидером выдвинут §YStatus Quo§W.;X;X;X;X;X;X
RELEASE_PLAY_AS;Играть за;X;X;X;X;X;X
PV_CLERGY_LIT_PROVIDES;Провинций со священниками: $VAL$;X;X;X;X;X;X
PV_CLERGY_LIT_NUM;$NUM$ населения священники (Оптимально $OPT$): $VAL$;X;X;X;X;X;X
PV_CLERGY_SETTING;Расходы на образование $SETTING$: $VAL$;X;X;X;X;X;X
PV_CLERGY_TECH;От технологий: $VAL$;X;X;X;X;X;X
DIFFICULTY_LABEL;Сложность;X;X;X;X;X;X
REVOLTALLIANCE_SETUP;Когда держава объявляет о разрыве союзов из-за революции.;X;X;X;X;X;X
REVOLTALLIANCE_HEADER;Министр иностранных дел докладывает:;X;X;X;X;X;X
REVOLTALLIANCE_1;Революция в иностранной державе!;X;X;X;X;X;X
REVOLTALLIANCE_2;$MONARCHTITLE$ державы;X;X;X;X;X;X
REVOLTALLIANCE_4;Охвачено революцией!;X;X;X;X;X;X
REVOLTALLIANCE_5;Все наши союзы и договора расторгнуты, очки влияния обнулены.;X;X;X;X;X;X
REVOLTALLIANCE_BTN3;Перейти к;X;X;X;X;X;X
IS_SECONDARY_NATION;Колониальная держава;X;X;X;X;X;X
IS_NOT_SECONDARY_NATION;Третьеразрядная держава;X;X;X;X;X;X
SET_PRIMARY_CULTURE;§Y$CULTURE$§W является основной культурой.\n;X;X;X;X;X;X
CB_ASSERT_HEGEMONY;Утвердить гегемонию\n;X;X;X;X;X;X
MODIFIER_BADBOY;Бесчестье;X;X;X;X;X;X
DIPLOMACY_NO_ALLIES_CIVIL_WAR;Союзники не могут вмешиваться в гражданские войны.;X;X;X;X;X;X
SM_COUNTERDISTANCE;Дальность прорисовки объектов;X;X;X;X;X;X
OL_GP_INFLUENCE;Влияние;X;X;X;X;X;X
OL_VIEW_GP_INFLUENCE;Переключить обзор §Yсферы влияния§W;X;X;X;X;X;X
CB_EXPIRE_DATE;Истекает в §Y$DATE$§W;X;X;X;X;X;X
BUDGET_CANT_LOAN_DESC;Банки будут выдавать вам ссуды только тогда, когда вы будете выплачивать проценты и не будете враждебным. Зарубежные банки на текущий момент не выдадут вам более $MAXLOAN$¤ своего капитала из соображений безопасности.;X;X;X;X;X;X
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO_OUR_SIDE;Мы не можем вести переговоры с §Yлидером войны§W так так сами являемся целью в войне, а наш лидер требует §Yстатус-кво§W;X;X;X;X;X;X
DIPLOMACY_CANNOT_SET_PRIO_TRUCE;Мы не можем оказывать влияние на эту нацию, находясь в перемирии;X;X;X;X;X;X
HAS_NOT_RECENTLY_LOST_WAR;Не терпели поражение в войне в течение предыдущих пяти лет;X;X;X;X;X;X
HAS_RECENTLY_LOST_WAR;Терпели поражение в войне в течение предыдущих пяти лет;X;X;X;X;X;X
IN_SAME_SPHERE;Эта страна в сфере той же великой державы, что и мы;X;X;X;X;X;X
DIPLOMACY_CHANCE_JOIN_WAR;Повод вступления в войну: §Y$VAL$§W;X;X;X;X;X;X
PO_ISBETTER;Если мы отклоним это предложение, то произойдёт:\n §R+$MIL$§W Militancy, §R+$WE$§W War exhaustion;X;X;X;X;X;X
NEW_PARTY_AVAIL_SETUP;Новая политическая партия;X;X;X;X;X;X
NEW_PARTY_AVAIL_HEADER;Сформирована новая политическая партия;X;X;X;X;X;X
NEW_PARTY_AVAIL_1;$PARTY$ сформирована;X;X;X;X;X;X
NEW_PARTY_AVAIL_BTN3;Теперь;X;X;X;X;X;X
NEW_PARTY_AVAIL_LOG;Сформирована новая политическая партия;X;X;X;X;X;X
