#CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
Захват;Нами было мобилизовано менее §Y$VAL$§W% потенциальных новобранцев.\n;X;X;X;X;X;X
the_bonnie_blue_flag;Заветный синий флаг;X;X;X;X;X;X
trinket_wage;Минимальная зарплата;X;X;X;X;X;X
motala_verkstad;Мутальский машиностроительный завод;X;X;X;X;X;X
desc_motala_verkstad;Основанный Бальцаром фон Платеном в 1822 году, во время строительства Гёта-канала, Мутальский завод и сейчас является одним из самых известных предприятий Швеции.;X;X;X;X;X;X
international_negotiations;Международное давление;X;X;X;X;X;X
desc_international_negotiations;Мы оказываем давление на иностранное государство по конкретному вопросу.;X;X;X;X;X;X
miskatonic_campus;Мискатоникский университет;X;X;X;X;X;X
desc_miskatonic_campus;Где наука встречается с мифами;X;X;X;X;X;X
the_walhalla;Вальхалла;X;X;X;X;X;X
desc_the_walhalla;Созданный по задумке Людвига I зал славы «Вальхалла» является памятником выдающимся личностям германской истории, от Арминия до Коперника.;X;X;X;X;X;X
unification_humiliate_cb_setup;Потребовать от другой великой державы признать ваше лидерство в данной культурной группе.;X;X;X;X;X;X
the_congo_reform_association;Общество по проведению реформ в Конго;X;X;X;X;X;X
prussian_general_staff;Прусский генеральный штаб;X;X;X;X;X;X
desc_prussian_general_staff;Прусский генштаб - один из передовых и эффективных в Европе, но рано или поздно другие страны догонят Пруссию.;X;X;X;X;X;X
ruhr_boom;Немецкий экономический бум;X;X;X;X;X;X
european_gendarme;Жандарм Европы;X;X;X;X;X;X
education_problem;Тотальная безграмотность;X;X;X;X;X;X
financial_crisis;Девальвация рубля;X;X;X;X;X;X
lacking_industialization;Отстающая промышленность;X;X;X;X;X;X
desc_ruhr_boom;Города и сёла по всей Германии превращаются из сонных средневековых посёлков в современные промышленные центры, и всё это благодаря положительному примеру Рурской области.;X;X;X;X;X;X
the_eiffel_tower;Эйфелева Башня;X;X;X;X;X;X
desc_eiffel_tower;Весь мир изумлён при виде этого великого детища инженерной мысли!;X;X;X;X;X;X
witwatersrand_gold_rush;Витватерсрандская золотая лихорадка;X;X;X;X;X;X
desc_witwatersrand_gold_rush;Золотая лихорадка в Витватерсранде сделала нас международно известными.;X;X;X;X;X;X
disarming;Принуждение к разоружению!;X;X;X;X;X;X
po_gunboat;Возместить долги;X;X;X;X;X;X
gunboat;Возместить долги;X;X;X;X;X;X
gunboat_setup;Вынудить их соблюдать долговые обязательства;X;X;X;X;X;X
gunboat_short;Возместить долги;X;X;X;X;X;X
badboy;Бесчестье;X;X;X;X;X;X
fascist_uh;Фашисты поддерживают проведение социальных реформ, при этом стараясь провести откат в политических. Однако они будут противиться любым изменениям, если правящая партия не будет придерживаться фашистской идеологии.;X;X;X;X;X;X
reactionary_uh;Реакционеры всегда стараются провести откат как политических, так и социальных реформ.;X;X;X;X;X;X
conservative_uh;Консерваторы предпочитают сохранять статус-кво, но при высокой агрессивности населения они могут и поддержать реформы.;X;X;X;X;X;X
socialist_uh;Социалисты требуют дальнейших социальных реформ, но могут поддержать и политические при условии высокой агрессивности населения.;X;X;X;X;X;X
communist_uh;Коммунисты желают проводить социальные реформы, но при этом мечтают об откате в политических.;X;X;X;X;X;X
liberal_uh;Либералы стремятся дальше продвигать политические реформы, но могут поддержать и социальные при условии высокой агрессивности населения.;X;X;X;X;X;X
